Neighbourhood Number,Friendly Name,Description,geom
4410,Poundmaker Industrial,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.6530938845561 53.55588050127993, -113.64390723992688 53.55589718833184, -113.64378051795113 53.55589811307559, -113.64360540995766 53.55589770844957, -113.63990959991098 53.55590405846302, -113.63962554038305 53.55590653333373, -113.63972374287957 53.55327026814137, -113.63982822817746 53.54866805164899, -113.64540988399659 53.54867891698974, -113.64551472729272 53.548728808547175, -113.6520423532609 53.548723433932075, -113.65199952881532 53.55273713700189, -113.6524615171648 53.55406691303814, -113.6530938845561 53.55588050127993)))"
6200,Ekota,"In the Cree language, Ekota means 'special place.' Ekota was, like all Mill Woods residential neighbourhoods, planned in efficient, curved streets and cul de sacs. Ekota contains no commercial properties and few businesses, but a variety of goods and ser","MULTIPOLYGON (((-113.45156649074288 53.44735963636071, -113.45136754557869 53.447727471407426, -113.45111494619157 53.44801625208135, -113.4496840088827 53.44904155811729, -113.44922819607861 53.44947169723455, -113.44885428037692 53.44992912097799, -113.4486633592552 53.4502121048967, -113.44838818545048 53.450788204499446, -113.44825967416257 53.45137529097798, -113.44814427043951 53.45325607748887, -113.44392656018037 53.45353563697277, -113.43924216368603 53.45365427547849, -113.43469849052742 53.453565206161535, -113.43476878321492 53.45244741401884, -113.435291857003 53.44964785974501, -113.43654110039746 53.44619443586851, -113.43770636049143 53.446298948272464, -113.43822334534373 53.44632038399551, -113.43870110695076 53.44629887508705, -113.43964313830354 53.446186697274506, -113.44281553986887 53.44556652579337, -113.44413114748008 53.4453164034968, -113.44496956859916 53.445214293138754, -113.44595948441795 53.4451658837961, -113.44689778346532 53.445185375589965, -113.44777492013145 53.445259961930695, -113.4489915525874 53.44542927273652, -113.44979848106793 53.44558193176181, -113.45039399681711 53.4457736761946, -113.45086830185882 53.4460128614092, -113.45127806837895 53.44634780515943, -113.45148197270113 53.44662325181749, -113.45157577354261 53.446862257734374, -113.4516119630274 53.447108228689096, -113.45156649074288 53.44735963636071)))"
6680,Satoo,"Named for a Cree chief, the Mill Woods area was a Cree reserve between 1876-1891. Satoo is a quiet, attractive neighbourhood popular with young families. Nearly
80 percent of residences are single-family homes, and more than two thirds of households
in","MULTIPOLYGON (((-113.45156649074288 53.44735963636071, -113.4516119630274 53.447108228689096, -113.45157577354261 53.446862257734374, -113.45148197270113 53.44662325181749, -113.45127806837895 53.44634780515943, -113.45236514387354 53.44604702750251, -113.45280036741656 53.445901502742544, -113.453457983667 53.44562289595076, -113.45384934139273 53.44542330891687, -113.45419984997473 53.4452004643666, -113.45457115314238 53.4449318590864, -113.45489857482356 53.444617197796056, -113.45525977960949 53.44418925974085, -113.45548776855128 53.44375133179131, -113.45559290310386 53.44349564036527, -113.45566766482358 53.443201108421164, -113.45570485710456 53.442860076401274, -113.45578636101347 53.439489791172214, -113.46036943952947 53.43948995844251, -113.46654505440895 53.439489578699735, -113.46647277847872 53.448003756068566, -113.46640082496421 53.45185225259078, -113.46163334616521 53.45181799712956, -113.45993841539288 53.451888146880314, -113.45853359011292 53.45199772205183, -113.45678174023699 53.45217896054642, -113.44814427043951 53.45325607748887, -113.44825967416257 53.45137529097798, -113.44838818545048 53.450788204499446, -113.4486633592552 53.4502121048967, -113.44885428037692 53.44992912097799, -113.44922819607861 53.44947169723455, -113.4496840088827 53.44904155811729, -113.45111494619157 53.44801625208135, -113.45136754557869 53.447727471407426, -113.45156649074288 53.44735963636071)))"
4490,Sheffield Industrial,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.59881887988514 53.5589291211797, -113.60063267687656 53.55890121972353, -113.60156473195755 53.55880995469228, -113.60243878472829 53.5585651330643, -113.60287109431829 53.55908493371061, -113.60279313296655 53.56079411283645, -113.60277606393115 53.56303164440834, -113.59714666409506 53.56304828287, -113.59040565606102 53.56306680892917, -113.5903983871161 53.560788594580586, -113.59040176372008 53.55892685660638, -113.59424907718666 53.558924836556216, -113.59881887988514 53.5589291211797)))"
4530,Sunwapta Industrial,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.65204366791733 53.5486002111498, -113.6520423532609 53.548723433932075, -113.64551472729272 53.548728808547175, -113.64540988399659 53.54867891698974, -113.63982822817746 53.54866805164899, -113.63982986693568 53.54859586121097, -113.63983116838777 53.54649900107082, -113.63978109702956 53.54330432890286, -113.63977684657927 53.54122810824785, -113.65165923799715 53.54125239277116, -113.65211757545045 53.54143908506131, -113.65204366791733 53.5486002111498)))"
6590,Pylypow Industrial,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.41427914327532 53.50673669075521, -113.40602298986272 53.506960168339276, -113.39447857972425 53.50727061831544, -113.39399724245726 53.50728349883525, -113.39384651094457 53.50728639804377, -113.39384033525683 53.50476950622814, -113.39383870515698 53.50121560456422, -113.3938241552792 53.49847709429772, -113.39379395237826 53.49289017249623, -113.3937793462953 53.487531275497915, -113.40813428325946 53.48769398028148, -113.40971124458358 53.48766843181582, -113.4182180764053 53.48728891275489, -113.41817405517459 53.48951740916645, -113.418170266925 53.49188371100831, -113.41817968049432 53.495506409374, -113.41812283592695 53.500606977753506, -113.4181091188129 53.502257900432525, -113.41815400791612 53.5048675528459, -113.4182094815496 53.506629668343066, -113.41804328988243 53.506634608445445, -113.41427914327532 53.50673669075521)))"
5520,University of Alberta,This multi-use neighbourhood is both residential and educational in nature.  The neighbourhood is home to the University of Alberta's main campus.,"MULTIPOLYGON (((-113.51499835677104 53.525748261176425, -113.51500313814802 53.524797222100695, -113.51500715492732 53.52384653523639, -113.51500873680841 53.52289274822747, -113.51780490411936 53.52289724545748, -113.52078731403891 53.522900912331295, -113.5207804841887 53.52195066475923, -113.52078243781159 53.52100030873166, -113.5207668303139 53.5200548140455, -113.52075529843283 53.51910382811906, -113.52075058316682 53.518102034136355, -113.52101650870702 53.51793326171706, -113.52117278942782 53.51772145069153, -113.52163312857627 53.51694326152872, -113.52199627371336 53.51663908738564, -113.52245793076354 53.51642197586127, -113.52307948026791 53.51627848590975, -113.52431189939995 53.51626058765627, -113.52568197561332 53.51651547565338, -113.52883476709025 53.516956172131025, -113.53155951454987 53.517406488436286, -113.53292266354381 53.51763616687723, -113.53245321278487 53.518595431621925, -113.5324339663902 53.518705440270445, -113.53246000466036 53.51978644111163, -113.53248542452155 53.522910673623215, -113.53068004632516 53.52290358337816, -113.53069899127095 53.52481270880454, -113.53070583932181 53.52637123999186, -113.53074261004122 53.530893039382526, -113.52690032551168 53.52997337849339, -113.52646286166005 53.52989707180518, -113.52573135904557 53.52982013419283, -113.52494330833959 53.5297202928483, -113.52426999514618 53.52957289409955, -113.52294189341086 53.52903164567568, -113.52194550870014 53.52876186967211, -113.52085133649972 53.52838437927606, -113.51960992816132 53.527725219067946, -113.5180659158934 53.526745997486486, -113.51779047184715 53.526648842086345, -113.51510782103001 53.52589171355107, -113.51499835677104 53.525748261176425)))"
4510,Stone Industrial,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.62740681985393 53.54132742599164, -113.62740794616349 53.54331453897132, -113.62740324959185 53.54527746198482, -113.62740312400697 53.548613292192165, -113.62390332610599 53.548608205239155, -113.62038922647817 53.54861930413926, -113.61787185981905 53.54863037500893, -113.61518371552405 53.54863122496087, -113.6152237577354 53.54737382815191, -113.61553706760014 53.5463155301308, -113.61585754595693 53.54524305207959, -113.61599207405578 53.54477117443867, -113.61600384949656 53.54438773465226, -113.61588011220162 53.544036363527404, -113.61542618177275 53.54349632384036, -113.61506620822628 53.54307233483276, -113.6148858170374 53.542416366067215, -113.61487450333371 53.5412852135295, -113.61688117652207 53.54128973700666, -113.62060257181193 53.54135052438119, -113.6228063715031 53.54135943062905, -113.62740681985393 53.54132742599164)))"
2120,Canon Ridge,"Canon Ridge lies within the Hermitage area, and is named for an Anglican minister who arrived in
Edmonton in 1875. The area had two cattle farms until as late as 1960, when it was annexed by
the City. Most housing was built in the 1980s on attractive c","MULTIPOLYGON (((-113.38289629360258 53.57633250936546, -113.38265462664555 53.57701699786723, -113.38244057108597 53.577942732469424, -113.38236396167032 53.57873386521535, -113.38237996133931 53.57944631174967, -113.38247783751083 53.58056720587178, -113.38278103063557 53.58167575832051, -113.38366654609362 53.583875586650436, -113.38414183818159 53.58526176382686, -113.38364551012937 53.58534486848671, -113.38351087988514 53.58532670862929, -113.38350237531478 53.585245627615485, -113.38257180347163 53.5852000859861, -113.38221616999311 53.585152118624045, -113.38208579263603 53.584585502679104, -113.38146441845423 53.584396069196735, -113.38083155991508 53.58422138838325, -113.38018036999506 53.584106948322926, -113.37936068777816 53.58415446718258, -113.37818411013568 53.58447676864457, -113.37771104007227 53.584870538622205, -113.37648196028783 53.58533074845627, -113.37605299982633 53.583369128518264, -113.37618194672567 53.58337962691786, -113.37616913891674 53.58319514856374, -113.37627415998114 53.583092408426, -113.37615767981333 53.583029778674, -113.37615238785891 53.58295347597591, -113.37597377229103 53.582908891649446, -113.37588300844968 53.582506496036416, -113.37577949980822 53.582019559278955, -113.37576489943946 53.58183774217077, -113.37568929015569 53.58169282173499, -113.37567336775058 53.58158317152967, -113.37567228683709 53.581441038863574, -113.37560670830509 53.58124182163716, -113.37555280020413 53.58108129842729, -113.37524869004878 53.57968994844058, -113.37507330028954 53.578530598487106, -113.37507569989661 53.578037478356244, -113.37473873979184 53.57765072853537, -113.37463656986424 53.57735159858718, -113.37518748553873 53.57689354889229, -113.37429116972704 53.57656450864012, -113.37434153949887 53.5746184185763, -113.37434587060889 53.573139709688085, -113.37498446418326 53.57220956997501, -113.38362778541232 53.57460806267437, -113.38318946986809 53.575660634822256, -113.38289629360258 53.57633250936546)))"
4100,Carleton Square Industrial,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.6152576256273 53.57044388868263, -113.61529646965522 53.573353558575924, -113.60273832064321 53.57642903394481, -113.6027779482518 53.57354963125299, -113.60282216126318 53.57043812714939, -113.60896104829575 53.57043169993727, -113.6113118947521 53.57043498129691, -113.6152576256273 53.57044388868263)))"
5453,Blackmud Creek,Blackmud Creek,"MULTIPOLYGON (((-113.51637862719642 53.416393944116756, -113.517047041422 53.4165607813061, -113.51821092991368 53.41709492584309, -113.5173635034248 53.41796633810264, -113.51683681618952 53.418872960583364, -113.51644794466843 53.41996801900303, -113.5164563692855 53.42103509116295, -113.5165560297892 53.42479903289909, -113.50903381391834 53.42480049593574, -113.50430115099309 53.424827870550004, -113.5041102998612 53.42465159813446, -113.50411158477266 53.422200448343624, -113.50426230623546 53.422144769390606, -113.5044959576434 53.42199227409408, -113.50458945056968 53.42164223077696, -113.50495203469494 53.4216843144268, -113.50528231031464 53.42153124431341, -113.50582906894579 53.421070192004954, -113.5060276907425 53.4209910689499, -113.50612000827554 53.42089878756855, -113.50606673602032 53.42077138255226, -113.50608962628914 53.42063339093995, -113.50588567335971 53.42038544559877, -113.50601486583693 53.42026061219203, -113.50678403840514 53.420418717515155, -113.50732998950625 53.42042229974477, -113.50761704006234 53.42036297024758, -113.50771108464734 53.42032612907483, -113.50780862754749 53.42024984878047, -113.50767521717043 53.42005934548251, -113.50726466085167 53.42020889333597, -113.50694605190166 53.420190232109405, -113.50670260632785 53.42007110160589, -113.50620539115107 53.41991154660199, -113.50592804856642 53.41987383705742, -113.50563118985325 53.41989510873207, -113.50541407152039 53.41994202246122, -113.50525874320236 53.41993856664109, -113.50512021630794 53.419704554668776, -113.50498904888423 53.41964776097032, -113.50500467495685 53.41951845040857, -113.50489832161108 53.419352071666786, -113.50476297056909 53.41925026025601, -113.50444849413613 53.4191673931643, -113.50411327163928 53.41891814997192, -113.50411382716494 53.41837899640196, -113.5041137915529 53.41797195720032, -113.50411437184223 53.416883744893525, -113.50425047523659 53.41703376716567, -113.50477588456293 53.417260042372725, -113.50515288859626 53.41724245422092, -113.50558756468878 53.41713855678805, -113.50594137705383 53.41691529598936, -113.50600815570942 53.41681804658788, -113.50617161265954 53.416270135758914, -113.50653421247345 53.416350546921684, -113.5068479532308 53.41635354252718, -113.50698873408929 53.41624912862151, -113.50716828631785 53.4162466140679, -113.50732860678924 53.416157280591605, -113.50768476159128 53.416056793756944, -113.5076175253554 53.41619036300361, -113.50765876445823 53.41638357206117, -113.50793539572432 53.41656679826687, -113.50827719238272 53.41683268659922, -113.50899327208738 53.41683688727807, -113.50921223828354 53.41677680709502, -113.50936384912298 53.41668635724011, -113.50953150910874 53.41645928072157, -113.5097654011901 53.416344919050644, -113.51039440734746 53.41610977574189, -113.51084544664077 53.41609460326413, -113.51143213496668 53.416042224729274, -113.51177456293203 53.416182895939, -113.51205966790097 53.41619423391998, -113.51218297683639 53.416189132484966, -113.51237847741184 53.416171916146084, -113.51251268750934 53.416149971139085, -113.51294023938047 53.415922352279864, -113.51324786251622 53.415643445854634, -113.51334995949838 53.415586919017315, -113.51357726849768 53.41529751430138, -113.51366166236282 53.415223820369945, -113.51377260247158 53.415154418115634, -113.51384716811593 53.41504698503474, -113.51379642548362 53.41497228452454, -113.51373960148157 53.41482151448178, -113.51374146276314 53.41473632366504, -113.51413176323418 53.41502065275041, -113.51412641449082 53.415273775585376, -113.51420070090205 53.41550708231057, -113.51424962782129 53.41552098484128, -113.5143669749146 53.4154816264546, -113.51449374354105 53.41541720250473, -113.51495011446166 53.41538098965915, -113.51519675343648 53.415346578305275, -113.51533864339639 53.41525995407684, -113.51542216673737 53.415116150129776, -113.51541498919978 53.414878241821185, -113.51548342446576 53.41460979802916, -113.51566660542667 53.41458879316296, -113.51587082519391 53.41454592742546, -113.516088522653 53.41449316849691, -113.51622974431905 53.41449435992405, -113.51637848824285 53.41453294048967, -113.51637862719642 53.416393944116756)))"
